,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2013-12-31,3696.00000,85.00000,3611.00000,2799.00000,2881.00000,730.00000,-2.00000,728.00000,172.00000,556.00000,556.00000,,503.00000,1142.86100,1147.96100,0.44000,0.44000
2013-09-30,3866.00000,83.00000,3783.00000,2684.00000,2765.00000,1018.00000,-16.00000,1002.00000,19.00000,983.00000,983.00000,,944.00000,1148.72400,1152.67900,0.82000,0.82000
2013-06-30,4104.00000,79.00000,4025.00000,2697.00000,2790.00000,1235.00000,-13.00000,1222.00000,339.00000,883.00000,883.00000,,816.00000,1152.54500,1155.98100,0.71000,0.71000
2013-03-31,3725.00000,96.00000,3629.00000,2679.00000,2765.00000,864.00000,-39.00000,825.00000,1062.00000,-237.00000,-237.00000,,-269.00000,1158.81900,1158.81900,-0.23000,-0.23000
2012-12-31,3735.00000,118.00000,3617.00000,2622.00000,2718.00000,899.00000,-46.00000,853.00000,207.00000,646.00000,646.00000,,613.00000,1161.21200,1163.75300,0.53000,0.53000
2012-09-30,3803.00000,128.00000,3675.00000,2579.00000,2674.00000,1001.00000,-26.00000,975.00000,225.00000,750.00000,750.00000,,709.00000,1169.67400,1171.53400,0.61000,0.61000
2012-06-30,3758.00000,141.00000,3617.00000,2553.00000,2650.00000,967.00000,-378.00000,589.00000,93.00000,496.00000,496.00000,,458.00000,1181.35000,1182.98500,0.39000,0.39000
2012-03-31,3793.00000,147.00000,3646.00000,2556.00000,2652.00000,994.00000,-109.00000,885.00000,254.00000,631.00000,631.00000,,617.00000,1193.93100,1195.55800,0.52000,0.52000
2011-12-31,3685.00000,145.00000,3540.00000,2606.00000,2712.00000,828.00000,-139.00000,689.00000,211.00000,478.00000,478.00000,,500.00000,1204.99400,1205.58600,0.42000,0.42000
2011-09-30,3847.00000,153.00000,3694.00000,2551.00000,2657.00000,1037.00000,-92.00000,945.00000,281.00000,664.00000,664.00000,,640.00000,1214.12600,1215.52700,0.53000,0.53000
2011-06-30,4006.00000,156.00000,3850.00000,2645.00000,2753.00000,1097.00000,-63.00000,1034.00000,277.00000,757.00000,757.00000,,727.00000,1230.40600,1233.71000,0.59000,0.59000
2011-03-31,3796.00000,150.00000,3646.00000,2578.00000,2686.00000,960.00000,-11.00000,949.00000,279.00000,670.00000,670.00000,,613.00000,1234.07600,1238.28400,0.50000,0.50000
2010-12-31,3944.00000,193.00000,3751.00000,2602.00000,2717.00000,1034.00000,-64.00000,970.00000,265.00000,705.00000,705.00000,-11.00000,679.00000,1232.56800,1235.67000,0.55000,0.54000
2010-09-30,3564.00000,141.00000,3423.00000,2407.00000,2518.00000,905.00000,-71.00000,834.00000,220.00000,614.00000,614.00000,-3.00000,622.00000,1210.53400,1212.68400,0.51000,0.51000
2010-06-30,3482.00000,140.00000,3342.00000,2239.00000,2337.00000,1005.00000,1.00000,1006.00000,304.00000,702.00000,702.00000,-10.00000,658.00000,1204.55700,1208.83000,0.54000,0.54000
2010-03-31,3477.00000,118.00000,3359.00000,2345.00000,2442.00000,917.00000,-33.00000,884.00000,258.00000,626.00000,626.00000,-42.00000,559.00000,1202.53300,1206.28600,0.46000,0.46000
2009-12-31,3449.00000,130.00000,3319.00000,2349.00000,2456.00000,863.00000,-191.00000,672.00000,-41.00000,713.00000,713.00000,-119.00000,593.00000,1200.35900,1203.46900,0.49000,0.49000
2009-09-30,-1394.00000,113.00000,-1507.00000,2305.00000,2409.00000,-3916.00000,-49.00000,-3965.00000,-1527.00000,-2438.00000,-2438.00000,-19.00000,-2458.00000,1197.41400,1197.41400,-2.05000,-2.05000
2009-06-30,3102.00000,145.00000,2957.00000,2271.00000,2379.00000,578.00000,-65.00000,513.00000,12.00000,501.00000,501.00000,-91.00000,176.00000,1171.08100,1174.46600,0.15000,0.15000
2009-03-31,3115.00000,204.00000,2911.00000,2154.00000,2261.00000,650.00000,-78.00000,572.00000,161.00000,411.00000,411.00000,-41.00000,322.00000,1146.07000,1146.94300,0.28000,0.28000
