,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2018-09-30,25733.00000,3792.00000,21941.00000,14079.00000,14343.00000,7598.00000,,7598.00000,1512.00000,6086.00000,6086.00000,5453.00000,4784.00000,4823.20000,1.14000,1.13000
2018-06-30,25027.00000,3474.00000,21553.00000,14169.00000,14434.00000,7119.00000,,7119.00000,1810.00000,5309.00000,5309.00000,4792.00000,4865.80000,4899.80000,0.98000,0.98000
2018-03-31,25043.00000,3109.00000,21934.00000,14968.00000,15233.00000,6701.00000,,6701.00000,1374.00000,5327.00000,5327.00000,4733.00000,4885.70000,4930.70000,0.97000,0.96000
2017-12-31,24695.00000,2645.00000,22050.00000,17163.00000,17451.00000,4599.00000,,4599.00000,-1642.00000,6241.00000,6241.00000,5740.00000,4964.60000,5017.30000,1.17000,1.16000
2017-09-30,24444.00000,2595.00000,21849.00000,14780.00000,15068.00000,6781.00000,,6781.00000,2181.00000,4600.00000,4600.00000,4131.00000,4948.60000,4996.80000,0.83000,0.83000
2017-06-30,24458.00000,2223.00000,22235.00000,13809.00000,14096.00000,8139.00000,,8139.00000,2245.00000,5894.00000,5894.00000,5450.00000,4989.90000,5037.70000,1.09000,1.08000
2017-03-31,24144.00000,1889.00000,22255.00000,14108.00000,14397.00000,7858.00000,,7858.00000,2133.00000,5725.00000,5725.00000,5233.00000,5008.60000,5070.40000,1.05000,1.03000
2016-12-31,23238.00000,1656.00000,21582.00000,13719.00000,14020.00000,7562.00000,,7562.00000,2258.00000,5304.00000,5304.00000,4872.00000,5052.80000,5108.30000,0.97000,0.96000
2016-09-30,23863.00000,1535.00000,22328.00000,13774.00000,14073.00000,8255.00000,,8255.00000,2601.00000,5654.00000,5654.00000,5243.00000,5043.40000,5094.60000,1.04000,1.03000
2016-06-30,23575.00000,1413.00000,22162.00000,13641.00000,13940.00000,8222.00000,,8222.00000,2649.00000,5573.00000,5573.00000,5173.00000,5066.90000,5118.10000,1.02000,1.01000
2016-03-31,23500.00000,1305.00000,22195.00000,13821.00000,14114.00000,8081.00000,,8081.00000,2567.00000,5514.00000,5514.00000,5085.00000,5075.70000,5139.40000,1.00000,0.99000
2015-12-31,22641.00000,1055.00000,21586.00000,13119.00000,13430.00000,8156.00000,,8156.00000,2533.00000,5623.00000,5623.00000,5203.00000,5136.50000,5209.80000,1.02000,1.00000
2015-09-30,22863.00000,988.00000,21875.00000,12791.00000,13102.00000,8773.00000,,8773.00000,2790.00000,5983.00000,5983.00000,5443.00000,5125.80000,5193.80000,1.06000,1.05000
2015-06-30,22274.00000,956.00000,21318.00000,12457.00000,12769.00000,8549.00000,,8549.00000,2763.00000,5786.00000,5786.00000,5363.00000,5151.90000,5220.50000,1.04000,1.03000
2015-03-31,22255.00000,977.00000,21278.00000,12803.00000,13115.00000,8163.00000,,8163.00000,2279.00000,5884.00000,5884.00000,5461.00000,5160.40000,5243.60000,1.06000,1.04000
2014-12-31,22446.00000,1003.00000,21443.00000,12794.00000,13132.00000,8311.00000,,8311.00000,2519.00000,5792.00000,5792.00000,5382.00000,5237.20000,5324.40000,1.04000,1.02000
2014-09-30,22236.00000,1023.00000,21213.00000,12274.00000,12616.00000,8597.00000,,8597.00000,2642.00000,5955.00000,5955.00000,5408.00000,5225.90000,5310.40000,1.04000,1.02000
2014-06-30,22068.00000,1002.00000,21066.00000,12062.00000,12411.00000,8655.00000,,8655.00000,2869.00000,5786.00000,5786.00000,5424.00000,5268.40000,5350.80000,1.02000,1.01000
2014-03-31,21622.00000,997.00000,20625.00000,11932.00000,12273.00000,8352.00000,,8352.00000,2277.00000,6075.00000,6075.00000,5607.00000,5262.80000,5353.30000,1.07000,1.05000
2013-12-31,21698.00000,1033.00000,20665.00000,12073.00000,12448.00000,8217.00000,,8217.00000,2504.00000,5713.00000,5713.00000,5369.00000,5287.30000,5371.20000,1.02000,1.00000
2013-09-30,21506.00000,1028.00000,20478.00000,11802.00000,12177.00000,8301.00000,,8301.00000,2618.00000,5683.00000,5683.00000,5317.00000,5295.30000,5381.70000,1.00000,0.99000
2013-06-30,22455.00000,1077.00000,21378.00000,12530.00000,12907.00000,8471.00000,,8471.00000,2863.00000,5608.00000,5608.00000,5272.00000,5304.70000,5384.60000,1.00000,0.98000
2013-03-31,22410.00000,1151.00000,21259.00000,13242.00000,13619.00000,7640.00000,,7640.00000,2420.00000,5220.00000,5220.00000,4931.00000,5279.00000,5353.50000,0.93000,0.92000
2012-12-31,23162.00000,1214.00000,21948.00000,14309.00000,14727.00000,7221.00000,,7221.00000,1924.00000,5297.00000,5297.00000,4857.00000,5287.60000,5351.50000,0.92000,0.91000
2012-09-30,22476.00000,1263.00000,21213.00000,13284.00000,13703.00000,7510.00000,,7510.00000,2480.00000,5030.00000,5030.00000,4717.00000,5288.10000,5355.60000,0.89000,0.88000
2012-06-30,22606.00000,1317.00000,21289.00000,13779.00000,14197.00000,7092.00000,,7092.00000,2371.00000,4721.00000,4721.00000,4403.00000,5306.90000,5369.90000,0.83000,0.82000
2012-03-31,23003.00000,1367.00000,21636.00000,14569.00000,14988.00000,6648.00000,,6648.00000,2328.00000,4320.00000,4320.00000,4022.00000,5282.60000,5337.80000,0.76000,0.75000
2011-12-31,22091.00000,1486.00000,20605.00000,14081.00000,14548.00000,6057.00000,,6057.00000,1874.00000,4183.00000,4183.00000,3888.00000,5278.10000,5323.40000,0.74000,0.73000
2011-09-30,21264.00000,1636.00000,19628.00000,13022.00000,13488.00000,6140.00000,,6140.00000,1998.00000,4142.00000,4142.00000,3839.00000,5275.50000,5319.20000,0.73000,0.72000
2011-06-30,22092.00000,1706.00000,20386.00000,13849.00000,14313.00000,6073.00000,,6073.00000,2001.00000,4072.00000,4072.00000,3728.00000,5286.50000,5331.70000,0.70000,0.70000
2011-03-31,22150.00000,1821.00000,20329.00000,14460.00000,14943.00000,5386.00000,,5386.00000,1572.00000,3814.00000,3814.00000,3570.00000,5278.80000,5333.10000,0.68000,0.67000
2010-12-31,23400.00000,1906.00000,21494.00000,15780.00000,16329.00000,5165.00000,,5165.00000,1672.00000,3493.00000,3493.00000,3232.00000,5226.80000,5263.10000,0.62000,0.61000
2010-09-30,22906.00000,2032.00000,20874.00000,15150.00000,15698.00000,5176.00000,,5176.00000,1751.00000,3425.00000,3425.00000,3150.00000,5240.10000,5273.20000,0.60000,0.60000
2010-06-30,23417.00000,2023.00000,21394.00000,16182.00000,16735.00000,4659.00000,,4659.00000,1514.00000,3145.00000,3145.00000,2878.00000,5219.70000,5260.80000,0.55000,0.55000
2010-03-31,23526.00000,2078.00000,21448.00000,16898.00000,17447.00000,4001.00000,,4001.00000,1401.00000,2600.00000,2600.00000,2372.00000,5190.40000,5225.20000,0.46000,0.45000
2009-12-31,24888.00000,2192.00000,22696.00000,18092.00000,18734.00000,3962.00000,,3962.00000,949.00000,3013.00000,3013.00000,394.00000,4545.20000,4562.70000,0.06000,0.06000
2009-09-30,24750.00000,2284.00000,22466.00000,17153.00000,17795.00000,4671.00000,,4671.00000,1355.00000,3316.00000,3316.00000,2637.00000,4678.30000,4706.40000,0.56000,0.56000
2009-06-30,25044.00000,2537.00000,22507.00000,17137.00000,17783.00000,4724.00000,,4724.00000,1475.00000,3249.00000,3249.00000,2575.00000,4483.10000,4501.60000,0.58000,0.57000
2009-03-31,23954.00000,2937.00000,21017.00000,15729.00000,16376.00000,4641.00000,,4641.00000,1552.00000,3089.00000,3089.00000,2384.00000,4247.40000,4249.30000,0.56000,0.56000
