,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2011-06-30,27060.00000,6438.00000,20622.00000,16323.00000,16323.00000,4299.00000,,4299.00000,967.00000,3332.00000,3332.00000,71.00000,3332.00000,2908.60000,2997.00000,1.12000,1.09000
2011-03-31,25779.00000,6053.00000,19726.00000,15510.00000,15510.00000,4216.00000,,4216.00000,1185.00000,3031.00000,3031.00000,40.00000,2995.00000,2904.40000,2996.60000,1.02000,0.99000
2010-12-31,24564.00000,6193.00000,18371.00000,17311.00000,17311.00000,1060.00000,,1060.00000,-313.00000,1373.00000,1373.00000,98.00000,1300.00000,2877.60000,2967.80000,0.48000,0.42000
2010-09-30,26921.00000,6183.00000,20738.00000,17439.00000,17439.00000,3299.00000,,3299.00000,698.00000,2601.00000,2601.00000,-374.00000,2168.00000,2887.80000,2977.80000,0.74000,0.72000
2010-06-30,28500.00000,6429.00000,22071.00000,18531.00000,18531.00000,3540.00000,,3540.00000,812.00000,2728.00000,2728.00000,-3.00000,2697.00000,2884.90000,2975.30000,0.93000,0.90000
2010-03-31,31712.00000,6291.00000,25421.00000,20136.00000,20136.00000,5285.00000,,5285.00000,1036.00000,4249.00000,4249.00000,211.00000,4428.00000,2844.43000,2933.35000,1.50000,1.50000
2009-12-31,12128.00000,6723.00000,5405.00000,20532.00000,20532.00000,-15127.00000,34.00000,-15093.00000,-7353.00000,-7740.00000,-7740.00000,232.00000,-1677.00000,1156.80000,1209.90000,-8.39000,-8.39000
2009-09-30,27070.00000,6680.00000,20390.00000,20953.00000,20953.00000,-563.00000,34.00000,-529.00000,-1122.00000,593.00000,593.00000,-418.00000,-3242.00000,1210.43000,1221.60000,-2.70000,-2.70000
2009-06-30,36811.00000,6842.00000,29969.00000,24707.00000,24707.00000,5262.00000,32.00000,5294.00000,907.00000,4387.00000,4387.00000,-142.00000,4279.00000,539.95000,596.78000,4.90000,4.90000
2009-03-31,32178.00000,7657.00000,24521.00000,22005.00000,22005.00000,2516.00000,13.00000,2529.00000,835.00000,1694.00000,1694.00000,-117.00000,-966.00000,538.50000,595.33000,-1.80000,-1.80000
