,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2017-09-30,5078.00000,4001.00000,1077.00000,205.00000,287.00000,790.00000,-52.00000,738.00000,253.00000,485.00000,485.00000,485.00000,855.00000,790.00000,372.30000,376.60000,1.30000,1.29000
2017-06-30,5211.00000,4141.00000,1070.00000,234.00000,326.00000,744.00000,-28.00000,716.00000,227.00000,489.00000,489.00000,489.00000,827.00000,744.00000,378.50000,383.00000,1.29000,1.28000
2017-03-31,4912.00000,4052.00000,860.00000,212.00000,314.00000,546.00000,-52.00000,494.00000,123.00000,371.00000,371.00000,371.00000,608.00000,546.00000,384.90000,390.00000,0.96000,0.95000
2016-12-31,3791.00000,2863.00000,928.00000,273.00000,431.00000,497.00000,-59.00000,438.00000,166.00000,272.00000,272.00000,272.00000,559.00000,497.00000,290.90000,295.70000,0.69000,0.66000
2016-09-30,3942.00000,3346.00000,596.00000,161.00000,425.00000,171.00000,-40.00000,131.00000,61.00000,70.00000,70.00000,70.00000,207.00000,171.00000,266.20000,270.50000,0.26000,0.26000
2016-06-30,3902.00000,3315.00000,587.00000,154.00000,198.00000,389.00000,-45.00000,344.00000,97.00000,247.00000,247.00000,247.00000,419.00000,389.00000,254.30000,258.00000,0.97000,0.96000
2016-03-31,3772.00000,3211.00000,561.00000,155.00000,194.00000,367.00000,-41.00000,326.00000,107.00000,219.00000,219.00000,219.00000,398.00000,367.00000,254.40000,258.90000,0.86000,0.85000
2015-12-31,3706.00000,3176.00000,530.00000,188.00000,220.00000,310.00000,-26.00000,284.00000,82.00000,202.00000,202.00000,202.00000,342.00000,310.00000,267.30000,272.80000,0.79000,0.77000
2015-09-30,3578.00000,3059.00000,519.00000,149.00000,180.00000,339.00000,-30.00000,309.00000,99.00000,210.00000,210.00000,210.00000,370.00000,339.00000,262.20000,267.30000,0.80000,0.78000
2015-06-30,3689.00000,3136.00000,553.00000,152.00000,184.00000,369.00000,-14.00000,355.00000,115.00000,240.00000,240.00000,240.00000,401.00000,369.00000,272.40000,277.30000,0.88000,0.87000
2015-03-31,3513.00000,2992.00000,521.00000,145.00000,189.00000,332.00000,-25.00000,307.00000,100.00000,207.00000,207.00000,207.00000,376.00000,332.00000,277.70000,283.50000,0.75000,0.73000
2014-12-31,3559.00000,3056.00000,503.00000,180.00000,212.00000,291.00000,-9.00000,282.00000,85.00000,197.00000,197.00000,197.00000,323.00000,291.00000,289.90000,296.80000,0.70000,0.68000
2014-09-30,3460.00000,2957.00000,503.00000,172.00000,205.00000,298.00000,-8.00000,290.00000,98.00000,192.00000,192.00000,192.00000,331.00000,298.00000,288.90000,295.40000,0.66000,0.65000
2014-06-30,3484.00000,2962.00000,522.00000,159.00000,206.00000,316.00000,-31.00000,285.00000,93.00000,192.00000,192.00000,192.00000,363.00000,316.00000,292.50000,298.70000,0.66000,0.64000
2014-03-31,3293.00000,2855.00000,438.00000,148.00000,184.00000,254.00000,-23.00000,231.00000,59.00000,172.00000,172.00000,172.00000,290.00000,254.00000,296.10000,303.30000,0.58000,0.57000
2013-12-31,3219.00000,2768.00000,451.00000,178.00000,213.00000,238.00000,-28.00000,210.00000,59.00000,151.00000,151.00000,151.00000,273.00000,238.00000,305.00000,313.00000,0.50000,0.48000
2013-09-30,3160.00000,2734.00000,426.00000,147.00000,181.00000,245.00000,-22.00000,223.00000,63.00000,160.00000,160.00000,160.00000,279.00000,245.00000,301.90000,309.50000,0.53000,0.52000
2013-06-30,3263.00000,2791.00000,472.00000,160.00000,193.00000,279.00000,-16.00000,263.00000,84.00000,179.00000,179.00000,179.00000,312.00000,279.00000,306.70000,314.00000,0.58000,0.57000
2013-03-31,3142.00000,2727.00000,415.00000,164.00000,189.00000,226.00000,-25.00000,201.00000,65.00000,136.00000,136.00000,136.00000,251.00000,226.00000,311.80000,320.00000,0.44000,0.43000
2012-12-31,3757.00000,3203.00000,554.00000,143.00000,245.00000,309.00000,-38.00000,271.00000,90.00000,181.00000,181.00000,181.00000,311.00000,309.00000,322.60000,332.90000,0.57000,0.56000
2012-09-30,2729.00000,2384.00000,345.00000,132.00000,132.00000,213.00000,9.00000,222.00000,79.00000,143.00000,143.00000,143.00000,246.00000,213.00000,319.40000,319.40000,0.45000,0.44000
2012-06-30,2776.00000,2373.00000,403.00000,160.00000,160.00000,243.00000,-34.00000,209.00000,66.00000,143.00000,143.00000,143.00000,281.00000,243.00000,327.90000,338.00000,0.44000,0.42000
2012-03-31,2552.00000,2230.00000,322.00000,147.00000,147.00000,175.00000,-28.00000,147.00000,43.00000,104.00000,104.00000,104.00000,204.00000,175.00000,333.70000,344.60000,0.31000,0.30000
2011-12-31,3693.00000,3192.00000,501.00000,254.00000,254.00000,247.00000,-45.00000,202.00000,61.00000,141.00000,141.00000,141.00000,275.00000,247.00000,350.10000,362.30000,0.43000,0.44000
2011-09-30,2874.00000,2838.00000,36.00000,180.00000,180.00000,-144.00000,-55.00000,-199.00000,-20.00000,-179.00000,-179.00000,-179.00000,-104.00000,-144.00000,345.40000,345.40000,-0.52000,-0.52000
2011-06-30,2972.00000,2581.00000,391.00000,159.00000,159.00000,232.00000,-31.00000,201.00000,66.00000,135.00000,135.00000,135.00000,273.00000,232.00000,356.90000,369.40000,0.38000,0.37000
2011-03-31,2778.00000,2428.00000,350.00000,159.00000,159.00000,191.00000,-39.00000,152.00000,51.00000,101.00000,101.00000,101.00000,226.00000,191.00000,367.10000,381.80000,0.27000,0.26000
2010-12-31,3642.00000,3169.00000,473.00000,351.00000,351.00000,122.00000,-12.00000,110.00000,-63.00000,173.00000,173.00000,173.00000,179.00000,122.00000,362.80000,378.30000,0.47000,0.46000
2010-09-30,2648.00000,2332.00000,316.00000,149.00000,149.00000,167.00000,-39.00000,128.00000,45.00000,83.00000,83.00000,83.00000,207.00000,167.00000,363.10000,378.10000,0.23000,0.22000
2010-06-30,2771.00000,2403.00000,368.00000,142.00000,142.00000,226.00000,-42.00000,184.00000,65.00000,119.00000,119.00000,119.00000,268.00000,226.00000,362.10000,377.40000,0.33000,0.31000
2010-03-31,2630.00000,2312.00000,318.00000,138.00000,138.00000,180.00000,-51.00000,129.00000,46.00000,83.00000,83.00000,83.00000,219.00000,180.00000,359.40000,373.30000,0.23000,0.22000
2009-12-31,3380.00000,2943.00000,437.00000,215.00000,222.00000,215.00000,-41.00000,174.00000,68.00000,106.00000,106.00000,106.00000,276.00000,215.00000,356.40000,356.40000,0.30000,0.30000
2009-09-30,2471.00000,2824.00000,-353.00000,144.00000,153.00000,-506.00000,-173.00000,-679.00000,-210.00000,-469.00000,-469.00000,-466.00000,-463.00000,-506.00000,356.70000,356.70000,-1.31000,-1.31000
2009-06-30,2562.00000,2283.00000,279.00000,147.00000,180.00000,99.00000,-20.00000,79.00000,44.00000,35.00000,35.00000,37.00000,141.00000,99.00000,356.20000,366.00000,0.10000,0.10000
2009-03-31,2495.00000,2237.00000,258.00000,216.00000,218.00000,40.00000,-32.00000,8.00000,33.00000,-25.00000,-25.00000,-23.00000,79.00000,40.00000,354.40000,354.40000,-0.06000,-0.06000
