,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2019-02-28,141.4,40.3,8.5,48.8,-15.1,44.7,-63.2,-58,-62.6,127.6,-76.9,-88.6,0,0,0.3,-165.2,-36.8,85,48.2,-7.9,-7.9,-28,-78.2,-65.9,-104.4,4.5,-28
2018-11-30,124,38.6,20.8,59.4,-9.6,-182.6,97.7,9.9,-94.5,88.9,-83.4,0,0,0,1.5,-81.9,-9.4,5.3,-4.1,-0.5,-0.5,-31.2,0.3,-35.5,-28.9,5,-31.2
2018-08-31,111.40000,38.60000,18.00000,56.60000,-18.60000,33.20000,17.10000,41.10000,59.90000,227.90000,-87.00000,,,,0.20000,-86.80000,-10.90000,-1.00000,-11.90000,-3.90000,-3.90000,-30.90000,0.80000,-45.90000,94.90000,4.20000,-30.90000
2018-05-31,102.8,39.2,-2.8,36.4,11,81.8,-39.9,-4,31.8,171,-102.4,0,0,0,2.4,-100,-9.3,-23.8,-33.1,-0.6,-0.6,-30.2,1.4,-62.5,6.2,3.4,-30.2
2018-02-28,159.6,37.5,-48.5,-11,-12.2,32.5,-57.5,-47.8,-20.6,128,-50.4,0,0,0,-0.7,-51.1,-10.6,-56.7,-67.3,-2.1,-2.1,-33.1,2,-100.5,-21.7,3.6,-33.1
2017-11-30,83,35.6,18,53.6,-10.7,-168.6,76.2,9.5,-97.9,38.7,-49.6,0,0,0,-1.7,-51.3,-9.4,55.9,46.5,0,0,-31.8,-0.1,14.6,1.3,3.9,-31.8
2017-08-31,88.30000,31.00000,0.10000,31.10000,-28.50000,30.70000,12.90000,26.80000,24.10000,143.50000,-104.40000,,,,,-104.40000,-9.90000,10.20000,0.30000,,,-29.70000,-1.10000,-30.50000,12.70000,2.60000,-29.70000
2017-05-31,78.5,29.5,4.1,33.6,32.9,47.4,-5.8,12.4,80.7,192.8,-84.9,0,0,0,2.1,-82.8,-19.1,-70.1,-89.2,-0.2,-0.2,-3.2,0.7,-91.9,19.6,-4.1,-3.2
2017-02-28,87.6,27.5,5.3,32.8,14.1,43.5,-41.9,-65.7,-28.7,91.7,-76.7,0,0,0,0,-76.7,-1.3,-12.7,-14,0,0,-30.8,-2.5,-47.3,-31.9,4.6,-30.8
2016-11-30,91,26.6,-8.2,18.4,-21.8,-141.6,44.1,20.7,-62,47.4,-67.5,0,0,0,0,-67.5,795.3,80.4,875.7,0,0,-3.1,-854,18.6,-3,2.5,-3.1
2016-08-31,83.10000,25.50000,1.90000,27.40000,-24.00000,24.60000,15.70000,20.70000,4.50000,115.00000,-58.30000,,,,,-58.30000,-0.60000,-0.40000,-1.00000,,,-2.50000,-17.90000,-21.40000,36.00000,2.70000,-2.50000
2016-05-31,45.4,24.4,27,51.4,28.4,56.3,-12.7,6.4,100.7,161.2,-40.9,0,0,0,0,-40.9,8.5,3.2,-18.79,0,0,-2.1,-121.8,-121.3,-0.2,-6.2,6.2
2016-02-29,108.7,23.6,-15.7,7.9,-1,40.4,-59.7,-49.9,-68.4,48.2,-39.8,0,0,0,0,-39.8,-7.1,8.4,1.3,0,0,-3.4,6.1,4,12.7,1.9,-3.4
2015-11-30,-137.1,-48.5,-11.3,-59.8,-27.4,-96.7,72.4,43.5,-15.2,-180.8,32.7,74.9,0,0,0,107.6,-1.4,22.4,11.5,0,0,8.5,29.6,62.2,-10.3,4.3,-2.8
2015-05-31,7.3,17.2,0,17.2,0,0,0,0,10.81,-32.7,76.9,-74.9,0,0,0,2,0,-12.6,0.5,0,0,-4.4,38.4,21.9,-10.3,0,0
2014-05-31,270.3,79.2,0,79.2,0,0,0,0,0.19,386.4,-173.2,0,0,0,0,-173.2,0,0,-3.6,0,0,-6.9,-189.1,-199.6,13.9,0,0
