,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2017-11-30,822.00000,416.00000,213.00000,629.00000,-362.00000,-1018.00000,1043.00000,-141.00000,-448.00000,1003.00000,-378.00000,-265.00000,,,,44.00000,-599.00000,18.00000,1026.00000,1044.00000,-2493.00000,-2493.00000,-413.00000,5.00000,-1857.00000,-1424.00000,25.00000,-413.00000
2017-08-31,807,410,-121,289,0,-161,863,42,922,2018,-431,-25,0,0,0,65,-391,-6156,-244,-6400,-3720,-3720,-495,14,-10601,-8942,20,-495
2017-05-31,1165,413,76,489,-342,766,32,-148,201,1855,-476,-63,0,0,0,87,-255,-31,201,170,-942,-942,-411,-28,-1211,431,19,-411
2017-02-28,1062,412,-94,318,448,823,-95,295,1477,2857,-58,15,0,0,0,-46,-286,-5,27,22,75,75,-411,-30,-344,2224,26,-411
2016-11-30,1067.00000,419.00000,17.00000,436.00000,-259.00000,-1330.00000,884.00000,-112.00000,-978.00000,525.00000,58.00000,-15.00000,,,,46.00000,89.00000,-4.00000,49.00000,45.00000,-416.00000,-416.00000,-406.00000,-1.00000,-778.00000,-209.00000,26.00000,-406.00000
2016-08-31,1035,447,-374,73,107,-163,886,93,1550,2658,-421,150,0,-1191,-1191,-94,-1556,5231,687,5918,60,60,-389,-89,5500,6516,28,-389
2016-05-31,1107,447,-21,426,160,72,526,-62,571,2104,-247,-4,0,-1169,-1169,11,-1409,50,-719,-669,46,46,-387,-25,-1035,-295,27,-387
2016-02-29,932,442,617,1059,14,753,-580,64,362,2353,-311,-14,0,0,0,44,-281,-40,9,-31,-565,-565,-394,-16,-1006,1016,29,-394
2015-11-30,1117.00000,382.00000,34.00000,416.00000,-166.00000,-1306.00000,740.00000,29.00000,-801.00000,732.00000,-286.00000,-29.00000,,,,44.00000,-271.00000,-41.00000,52.00000,11.00000,-458.00000,-458.00000,-393.00000,-13.00000,-853.00000,-430.00000,31.00000,-393.00000
2015-08-31,32,478,532,1010,-65,40,249,73,463,1505,-361,-259,0,0,0,228,-392,-1884,25,-1859,-292,-292,-371,-15,-2537,-1449,23,-371
2015-05-31,1310,438,-72,366,118,573,-344,11,146,1822,58,794,0,0,0,-28,824,-765,79,-686,-130,-130,-371,-20,-1207,1444,86,-371
2015-02-28,2060,507,-985,-478,-38,542,-511,-26,-276,1306,-37,-4543,1,0,1,-74,-4653,-5558,-330,-5888,87,87,-320,-299,-6420,-9856,-31,-320
2014-11-30,877.00000,319.00000,-327.00000,-8.00000,-353.00000,-436.00000,874.00000,-47.00000,162.00000,1031.00000,-44.00000,-10.00000,-1.00000,,-1.00000,,-55.00000,10020.00000,,10020.00000,-388.00000,-388.00000,-322.00000,-61.00000,9249.00000,10215.00000,31.00000,-322.00000
2014-08-31,-187,315,658,973,-205,367,86,-11,598,1384,-362,72,-1,0,-1,105,-186,43,0,43,-406,-406,-301,-14,-678,520,29,-301
2014-05-31,756,338,45,383,-294,781,-254,71,133,1272,-86,-26,1,-63,-62,-203,-377,-325,0,-325,102,102,-301,-22,-546,349,33,-301
2014-02-28,758,331,-235,96,-43,527,-268,-30,250,1104,-227,-54,0,-140,-140,178,-243,0,0,0,243,243,-299,3,-53,808,31,-299
2013-11-30,704.00000,332.00000,-132.00000,200.00000,-74.00000,-815.00000,97.00000,63.00000,-771.00000,133.00000,-364.00000,-243.00000,0.00000,-290.00000,-290.00000,-28.00000,-925.00000,,,,-32.00000,-32.00000,-298.00000,-15.00000,-345.00000,-1137.00000,21.00000,-298.00000
2013-08-31,755,325,-63,262,-235,33,104,-22,106,1123,-223,-42,0,-224,-224,-2,-491,-1300,0,-1300,47,47,-260,-7,-1520,-888,34,-260
2013-05-31,624,318,-125,193,78,381,141,27,562,1379,-293,-36,-1,0,-1,-3,-333,0,0,0,-230,-230,-260,7,-483,563,25,-260
2013-02-28,756,327,-98,229,-194,605,-452,67,213,1198,-245,-61,-49,0,-49,-8,-363,0,0,0,59,59,-260,-32,-233,602,25,-260
2012-11-30,413.00000,313.00000,89.00000,402.00000,-98.00000,-698.00000,389.00000,14.00000,-214.00000,601.00000,-336.00000,-471.00000,0.00000,,,-2.00000,-809.00000,1000.00000,,1000.00000,-5.00000,-5.00000,-260.00000,5.00000,740.00000,532.00000,20.00000,-260.00000
2012-08-31,353,310,238,548,164,-23,-50,-47,-133,768,-448,-70,0,-4025,-4025,233,-4310,3000,0,3000,45,45,-194,-7,2844,-698,22,-194
2012-05-31,537,296,109,405,194,382,229,49,905,1847,-379,-217,0,0,0,-3,-599,0,0,0,-141,-141,-195,-1,-337,911,24,-195
2012-02-29,683,283,1,284,125,902,-586,20,40,1007,-304,-179,0,0,0,29,-454,0,0,0,-364,-364,-196,-3,-563,-10,18,-196
2011-11-30,554.00000,277.00000,59.00000,336.00000,-89.00000,-178.00000,-32.00000,83.00000,-81.00000,809.00000,-419.00000,-70.00000,,,,-8.00000,-497.00000,,,,-566.00000,-566.00000,-202.00000,-6.00000,-774.00000,-462.00000,35.00000,-202.00000
2011-08-31,792,288,-356,-68,-129,-441,-46,-44,-362,362,-514,-6,0,0,0,-161,-681,-17,0,-17,-603,-603,-159,2,-777,-1096,68,-159
2011-05-31,603,269,112,381,-57,60,125,-18,246,1230,-230,-41,0,0,0,40,-231,0,0,0,-423,-423,-160,-7,-590,409,21,-160
2011-02-28,739,256,101,357,-27,315,-65,84,-210,886,-196,-91,0,0,0,8,-279,0,0,0,-286,-286,-162,22,-426,181,20,-162
2010-11-30,580.00000,273.00000,29.00000,302.00000,-30.00000,-526.00000,370.00000,66.00000,283.00000,1165.00000,-273.00000,-50.00000,,,,-11.00000,-334.00000,,,,-481.00000,-481.00000,-166.00000,-2.00000,-649.00000,182.00000,26.00000,-166.00000
2010-08-31,470,262,128,390,263,-270,4,-1,65,925,-228,-15,600,0,600,21,378,0,0,0,-975,-975,-134,-26,-1135,168,20,-134
2010-05-31,463,263,52,315,5,345,-139,52,278,1056,-262,-648,0,0,0,-21,-931,-576,0,-576,-203,-203,-135,0,-914,-789,19,-135
2010-02-28,669,248,-1,247,-90,300,-433,38,-321,595,-220,-84,0,0,0,14,-290,0,0,0,-213,-213,-136,-7,-356,-51,21,-136
2009-11-30,489.00000,257.00000,28.00000,285.00000,-54.00000,-682.00000,735.00000,71.00000,394.00000,1168.00000,-304.00000,-32.00000,-100.00000,,-100.00000,5.00000,-431.00000,,,,-132.00000,-132.00000,-136.00000,-4.00000,-272.00000,465.00000,24.00000,-136.00000
2009-08-31,436,234,28,262,304,107,-292,35,154,852,-428,-57,-400,0,-400,45,-840,0,0,0,-107,-107,-112,-6,-225,-213,17,-112
2009-05-31,522,264,250,514,50,724,-335,20,483,1519,-436,-165,550,0,550,11,-40,0,0,0,29,29,-111,-6,-88,1391,18,-111
2009-02-28,1048,477,79,556,-348,-298,638,-3,136,1740,-1063,-183,-650,0,-650,0,-1896,987,-70,917,-63,-63,-223,-9,622,466,49,-223
