,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2020-06-30,315,445,164,609,18,-28,391,-76,219,1143,-320,0,-36,-36,15,-341,486,0,486,0,0,-540,-15,-69,733,0,-540
2020-03-31,-570.00000,625.00000,908.00000,1533.00000,67.00000,19.00000,-155.00000,43.00000,-176.00000,787.00000,-309.00000,,-30.00000,-30.00000,10.00000,-329.00000,184.00000,,184.00000,6.00000,6.00000,-529.00000,-8.00000,-347.00000,111.00000,,-529.00000
2019-12-31,-66,439,619,1058,-125,-2,30,19,-1,991,-412,0,-92,-92,21,-483,26,4,30,0,0,-584,88,-466,42,13,-584
2019-09-30,242,405,282,687,10,3,22,-112,-71,858,-803,-1,-119,-119,3,-920,-20,0,-20,4,4,-393,-88,-497,-559,44,-393
2019-06-30,324,440,127,567,52,3,-59,-30,178,1069,-508,0,342,342,0,-166,8,-1018,-1010,0,0,-488,1358,-140,763,0,-488
2019-03-31,214.00000,430.00000,241.00000,671.00000,97.00000,1.00000,-39.00000,-27.00000,-110.00000,775.00000,-426.00000,-727.00000,-99.00000,-99.00000,-6.00000,-1258.00000,-156.00000,1014.00000,858.00000,6.00000,6.00000,-501.00000,-5.00000,358.00000,-125.00000,,-501.00000
2018-12-31,-546,447,988,1435,-111,23,-17,93,73,962,-602,1296,-329,-329,-107,258,178,-821,-643,0,0,-451,0,-1094,126,0,-451
2018-09-30,200,468,263,731,-46,-6,-6,-72,-185,746,-774,0,-712,-712,172,-1314,126,821,947,4,4,-607,-9,335,-233,-30,-607
2018-06-30,269,420,187,607,-117,7,127,-161,15,891,-929,0,-70,-70,128,-871,-570,0,-570,1,1,-473,5,-1037,-1017,30,-473
2018-03-31,270.00000,445.00000,131.00000,576.00000,238.00000,-40.00000,-197.00000,13.00000,-152.00000,694.00000,-958.00000,,-21.00000,-21.00000,181.00000,-798.00000,988.00000,,988.00000,10.00000,10.00000,-446.00000,-55.00000,497.00000,393.00000,,-446.00000
2017-12-31,1622,445,-1216,-771,-206,31,71,42,7,858,-713,11,-29,-29,169,-562,-130,0,-130,1,1,-434,-6,-569,-273,0,-434
2017-09-30,125,450,203,653,-83,7,18,-31,-73,705,-657,2056,-24,-24,55,1430,-2395,0,-2395,5,5,-437,-54,-2881,-746,0,-437
2017-06-30,193,456,170,626,172,0,-3,-145,-20,799,-557,0,-27,-27,59,-525,1463,0,1463,3,3,-453,-8,1005,1279,0,-453
2017-03-31,569.00000,463.00000,-158.00000,305.00000,29.00000,-30.00000,32.00000,-45.00000,-147.00000,727.00000,-513.00000,,148.00000,148.00000,122.00000,-243.00000,-1530.00000,-93.00000,-1623.00000,2122.00000,2122.00000,-490.00000,-24.00000,-15.00000,469.00000,,-490.00000
2016-12-31,37,455,735,1190,-90,-18,41,515,831,2058,-473,308,-11,-11,-315,-491,-1305,90,-1215,1,1,-375,115,-1474,93,0,-375
2016-09-30,131,456,132,588,-118,-4,-19,-102,-91,628,-510,712,-10,-10,154,346,-460,-195,-655,2,2,-387,-6,-1046,-58,0,-387
2016-06-30,-505,459,659,1118,-8,13,36,-86,73,686,-549,0,-59,-59,208,-400,357,61,418,0,0,-723,4,-301,-29,0,-723
2016-03-31,-13.00000,466.00000,114.00000,580.00000,298.00000,-16.00000,-23.00000,98.00000,216.00000,783.00000,-489.00000,,-63.00000,-63.00000,206.00000,-346.00000,697.00000,-365.00000,332.00000,6.00000,6.00000,-716.00000,5.00000,-373.00000,64.00000,,-716.00000
2015-12-31,-1337,1484,782,2266,-335,29,49,-120,-307,622,-742,0,-66,-66,216,-592,1686,-1033,653,0,0,-718,10,-55,-25,82,-718
2015-09-30,-173,451,399,850,24,12,-89,-12,-74,603,-774,0,-46,-46,115,-705,524,-215,309,6,6,-722,430,23,-79,0,-722
2015-06-30,183,451,110,561,50,32,27,-138,70,814,-816,-112,-400,-400,82,-1246,-809,1741,932,11,11,-676,28,295,-137,0,-676
2015-03-31,13.00000,450.00000,28.00000,478.00000,300.00000,32.00000,-75.00000,27.00000,178.00000,669.00000,-832.00000,,-83.00000,-83.00000,159.00000,-756.00000,1607.00000,-799.00000,808.00000,10.00000,10.00000,-662.00000,32.00000,188.00000,101.00000,,-662.00000
2014-12-31,308,396,267,663,-170,53,-68,302,40,1011,-1089,0,-137,-137,79,-1147,223,533,756,2,2,-757,73,74,-62,0,-757
2014-09-30,1708,382,-1511,-1129,-123,-8,94,-11,-234,345,-1097,37,-99,-99,85,-1074,335,265,600,6,6,-632,197,171,-558,0,-632
2014-06-30,127,226,127,353,1,-54,-18,-89,-167,313,-1024,-5995,-18,-18,93,-6944,3439,-1,3438,3394,3394,-440,35,6427,-204,0,-440
2014-03-31,196.00000,225.00000,-96.00000,129.00000,16.00000,-27.00000,-16.00000,81.00000,121.00000,446.00000,-787.00000,,-228.00000,-228.00000,23.00000,-992.00000,1496.00000,-225.00000,1271.00000,14.00000,14.00000,-423.00000,67.00000,929.00000,383.00000,,-423.00000
2013-12-31,49,181,189,370,-50,36,12,14,96,515,-1027,-6,-105,-105,-11,-1149,994,-146,848,4,4,-405,136,583,-51,37,-405
2013-09-30,197,215,40,255,95,-55,-25,23,87,539,-1012,0,-162,-162,-3,-1177,0,-340,-340,5,5,-370,1251,546,-92,0,-370
2013-06-30,192,209,158,367,62,15,-28,-7,109,668,-817,0,-95,-95,-6,-918,-251,710,459,2,2,-360,271,372,122,0,-360
2013-03-31,230.00000,210.00000,103.00000,313.00000,-72.00000,-13.00000,6.00000,56.00000,-48.00000,495.00000,-713.00000,,-93.00000,-93.00000,-2.00000,-808.00000,-125.00000,,-125.00000,7.00000,7.00000,-336.00000,630.00000,176.00000,-137.00000,,-336.00000
2012-12-31,202,220,93,313,-55,-14,55,59,31,546,-877,0,-2369,-2369,5,-3241,1222,0,1222,1615,1615,-307,8,2538,-157,0,-307
2012-09-30,203,205,5,210,-6,9,9,-49,18,431,-730,0,-97,-97,37,-790,476,0,476,7,7,-290,483,676,317,0,-290
2012-06-30,165,190,27,217,36,27,-106,28,42,424,-593,-1724,-136,-136,54,-2399,345,0,345,902,902,-279,586,1554,-421,0,-279
2012-03-31,495.00000,177.00000,-115.00000,62.00000,52.00000,-17.00000,-68.00000,8.00000,-123.00000,434.00000,-329.00000,-325.00000,30.00000,30.00000,133.00000,-491.00000,-25.00000,,-25.00000,26.00000,26.00000,-215.00000,482.00000,268.00000,211.00000,,-215.00000
2011-12-31,-362,428,773,1201,-17,45,85,17,248,1087,-963,0,-60,-60,8,-1015,841,0,841,15,15,-203,-832,-179,-107,0,-203
2011-09-30,342,429,68,497,-124,-5,86,-31,-171,668,-739,-41,-37,-37,28,-789,76,0,76,5,5,-172,42,-49,-170,0,-172
2011-06-30,297,414,118,532,-62,-18,52,-23,44,873,-568,0,-67,-67,15,-620,200,0,200,3,3,-171,-42,-10,243,0,-171
2011-03-31,384.00000,395.00000,14.00000,409.00000,6.00000,38.00000,27.00000,12.00000,18.00000,811.00000,-526.00000,,-31.00000,-31.00000,-22.00000,-579.00000,,,,26.00000,26.00000,-125.00000,-5.00000,-104.00000,128.00000,,-125.00000
2010-12-31,228,417,-32,385,-128,-32,52,140,97,710,-631,-1099,-29,-29,-65,-1824,598,0,598,12,12,-120,404,894,-220,0,-120
2010-09-30,-1226,385,1470,1855,-23,8,18,-51,15,644,-1171,0,-439,-439,71,-1539,-8,0,-8,0,0,-106,423,309,-586,0,-106
2010-06-30,222,378,27,405,113,-57,-82,-44,53,680,-512,0,-7,-7,21,-498,-108,0,-108,0,0,-107,-10,-225,-43,0,-107
2010-03-31,-146.00000,375.00000,639.00000,1014.00000,2.00000,,-2.00000,29.00000,-251.00000,617.00000,-428.00000,,-13.00000,-13.00000,6.00000,-435.00000,342.00000,,342.00000,,,-96.00000,-651.00000,-405.00000,-223.00000,,-96.00000
2009-12-31,222,389,198,587,-127,10,114,-21,5,814,-558,0,-10,-10,76,-492,-2,47,45,0,0,-96,-44,-95,227,0,-96
2009-09-30,194,372,112,484,-65,17,-35,90,-54,624,-752,0,-3,-3,0,-755,0,14,14,0,0,-96,0,-82,-213,0,-96
2009-06-30,169,384,23,407,-1,-7,-8,-16,46,622,-465,0,-129,-129,152,-442,0,-20,-20,0,0,-96,3,-113,67,0,-96
2009-03-31,-224.00000,367.00000,351.00000,718.00000,245.00000,13.00000,-62.00000,38.00000,18.00000,512.00000,-612.00000,,,,-9.00000,-621.00000,564.00000,-41.00000,523.00000,,,-97.00000,30.00000,456.00000,347.00000,,-97.00000
