,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2016-03-31,58.80000,16.40000,,16.40000,,,,-76.00000,-76.00000,-0.80000,-7.40000,,,6.60000,6.60000,-2.00000,-2.80000,-11.70000,-16.60000,-28.30000,-30.00000,-30.00000,-11.40000,-5.10000,-74.80000,-74.20000,,-11.40000
2015-12-31,72,15.7,-13.4,2.3,-13.5,-5.8,-14.7,91.2,57.2,131.5,-7.6,0.1,0,10.8,10.8,-2.7,0.6,-96.1,7,-89.1,11,11,-29.6,1.8,-105.9,24.5,14.6,-29.6
2015-09-30,-26.4,12.7,104.4,117.1,0,0,0,1.6,1.6,92.3,-8.7,-459.3,0,1.5,1.5,-1.4,-467.9,380,-0.4,379.6,0,0,-9.6,-16.5,353.5,-25.8,0,-9.6
2015-06-30,65,12.7,0,12.7,0,0,0,-48.9,-48.9,28.8,-9.2,-43,0,0,0,0.1,-52.1,-12.2,12.4,0.2,0,0,-9.6,3.5,-5.9,-28.6,0,-9.6
2015-03-31,43.70000,12.10000,0.00000,12.10000,,,,-51.40000,-51.40000,4.40000,-9.40000,-9.00000,,,,4.00000,-14.40000,-12.20000,-0.20000,-12.40000,-30.00000,-30.00000,-9.50000,5.20000,-46.70000,-60.90000,,-9.50000
2014-12-31,22.2,12.3,40.8,53.1,-8,3.4,43.4,-30.2,8.6,83.9,-11.2,-1,0,0,0,-1.7,-13.9,-33.5,18.6,-14.9,14.1,14.1,-11.9,-16.7,-29.4,39.1,13.1,-11.9
2014-09-30,66.1,12.1,0.8,12.9,0,0,0,29.2,29.2,108.2,-13.8,0,0,0,0,1.1,-12.7,-7.5,-0.4,-7.9,-20,-20,-7.7,0.8,-34.8,58.2,0,-7.7
2014-06-30,46.7,12.2,7.3,19.5,0,0,0,-1.5,-1.5,64.7,-16.8,-17.7,0,0,0,40.6,6.1,-7,-40.2,-47.2,-30.3,-30.3,-7.7,2.8,-82.4,-12.2,0,-7.7
2014-03-31,37.60000,12.20000,-0.10000,12.10000,,,,-50.60000,-50.60000,-0.90000,-9.20000,-5.30000,,,,0.20000,-14.30000,-8.00000,,-8.00000,,,-7.20000,11.80000,-3.40000,-22.00000,,-7.20000
2013-12-31,8,11.9,-14.9,30.4,27.9,3.9,-16.7,46.7,62.2,66.3,33.5,0,0,0,0,-64.6,-31.1,1300.2,38.9,1300.2,1.3,1.3,-5.2,-1503.7,-168.5,-141.1,0.8,-5.2
2013-09-30,-68,148.9,-18.2,130.7,0,0,0,35.7,35.7,98.4,-3.3,0,0,0,0,22.6,19.3,-0.6,0,-0.6,0,0,0,-87.4,-88,46.3,0,0
2013-06-30,62.3,11.2,-0.1,11.1,0,0,0,-14.6,-14.6,58.8,-3.4,0,0,0,0,0.6,-2.8,-1.3,0,-1.3,0,0,0,-52.8,-54.1,8.4,0,0
2013-03-31,41.20000,11.70000,-0.20000,11.50000,,,,-52.30000,-52.30000,0.40000,-5.30000,,,,,1.20000,-4.10000,1.70000,,1.70000,,,,16.50000,18.20000,-3.70000,,
2012-12-31,60.5,11.2,0,11.2,0,0,0,0,-8.8,71.8,-5.5,0,0,0,0,0,-5.5,0,-0.7,0,0,0,-2.3,-72.8,-75.8,-17.1,0,0
2012-09-30,-59.6,-13.4,0,-13.4,0,0,0,0,17.1,-68.1,10.7,-19.2,0,0,0,0,-8.5,0,2.2,0,0,0,6.4,2.9,11.5,-40.7,0,0
2011-12-31,25.9,-1.3,-2.3,-3.6,0,0,0,0,10.1,57.7,-2.6,19.2,0,0,0,0,16.6,0,-9.7,0.1,0,0,-2.9,-134.8,-147.3,-84.7,0,0
2010-12-31,198.5,47.3,2.3,49.6,0,0,0,0,-27.3,207.8,-20.1,0,0,0,0,0,-20.1,0,7.2,-0.2,0,0,-6.4,-106.9,-106.3,83.2,0,0
